pf,N,m,T,sigma,cut,U_F-CS,U_RDF_CS,U_F-kolafa,U_F-thol,U_F-mecke,U_F-gottschalk,U_F-hess,U_RDF_LJ
5.000e-02,3.000e+03,1.000e+00,2.400e+00,1.000e+00,4.500e+00,6.594e-02,6.594e-02,-5.992e-01,-6.076e-01,-6.032e-01,-6.052e-01,-6.149e-01,-6.149e-01
7.500e-02,3.000e+03,1.000e+00,2.400e+00,1.000e+00,4.500e+00,1.052e-01,1.052e-01,-8.900e-01,-9.035e-01,-8.968e-01,-9.008e-01,-9.220e-01,-9.220e-01
1.000e-01,3.000e+03,1.000e+00,2.400e+00,1.000e+00,4.500e+00,1.495e-01,1.495e-01,-1.172e+00,-1.197e+00,-1.187e+00,-1.193e+00,-1.229e+00,-1.229e+00
1.500e-01,3.000e+03,1.000e+00,2.400e+00,1.000e+00,4.500e+00,2.559e-01,2.559e-01,-1.714e+00,-1.778e+00,-1.762e+00,-1.770e+00,-1.842e+00,-1.842e+00
2.000e-01,3.000e+03,1.000e+00,2.400e+00,1.000e+00,4.500e+00,3.925e-01,3.925e-01,-2.239e+00,-2.351e+00,-2.335e+00,-2.352e+00,-2.454e+00,-2.454e+00
2.500e-01,3.000e+03,1.000e+00,2.400e+00,1.000e+00,4.500e+00,5.697e-01,5.697e-01,-2.765e+00,-2.917e+00,-2.907e+00,-2.960e+00,-3.066e+00,-3.066e+00
3.000e-01,3.000e+03,1.000e+00,2.400e+00,1.000e+00,4.500e+00,8.018e-01,8.018e-01,-3.306e+00,-3.465e+00,-3.459e+00,-3.625e+00,-3.676e+00,-3.676e+00
3.500e-01,3.000e+03,1.000e+00,2.400e+00,1.000e+00,4.500e+00,1.110e+00,1.110e+00,-3.857e+00,-3.968e+00,-3.961e+00,-4.387e+00,-4.285e+00,-4.285e+00
4.000e-01,3.000e+03,1.000e+00,2.400e+00,1.000e+00,4.500e+00,1.525e+00,1.525e+00,-4.396e+00,-4.384e+00,-4.372e+00,-5.298e+00,-4.892e+00,-4.892e+00
4.500e-01,3.000e+03,1.000e+00,2.400e+00,1.000e+00,4.500e+00,2.095e+00,2.095e+00,-4.885e+00,-4.656e+00,-4.635e+00,-6.421e+00,-5.498e+00,-5.498e+00
5.000e-01,3.000e+03,1.000e+00,2.400e+00,1.000e+00,4.500e+00,2.894e+00,2.894e+00,-5.274e+00,-4.711e+00,-4.683e+00,-7.835e+00,-6.103e+00,-6.103e+00
2.500e-02,3.000e+03,1.000e+00,2.500e+00,1.000e+00,4.500e+00,3.247e-02,3.247e-02,-2.974e-01,-3.031e-01,-3.010e-01,-3.015e-01,-3.038e-01,-3.038e-01
5.000e-02,3.000e+03,1.000e+00,2.500e+00,1.000e+00,4.500e+00,6.893e-02,6.893e-02,-5.917e-01,-6.007e-01,-5.964e-01,-5.983e-01,-6.073e-01,-6.073e-01
7.500e-02,3.000e+03,1.000e+00,2.500e+00,1.000e+00,4.500e+00,1.099e-01,1.099e-01,-8.792e-01,-8.937e-01,-8.872e-01,-8.910e-01,-9.107e-01,-9.107e-01
1.000e-01,3.000e+03,1.000e+00,2.500e+00,1.000e+00,4.500e+00,1.561e-01,1.561e-01,-1.158e+00,-1.184e+00,-1.175e+00,-1.180e+00,-1.214e+00,-1.214e+00
1.500e-01,3.000e+03,1.000e+00,2.500e+00,1.000e+00,4.500e+00,2.671e-01,2.671e-01,-1.694e+00,-1.761e+00,-1.746e+00,-1.753e+00,-1.819e+00,-1.819e+00
2.000e-01,3.000e+03,1.000e+00,2.500e+00,1.000e+00,4.500e+00,4.093e-01,4.093e-01,-2.212e+00,-2.330e+00,-2.314e+00,-2.329e+00,-2.424e+00,-2.424e+00
2.500e-01,3.000e+03,1.000e+00,2.500e+00,1.000e+00,4.500e+00,5.934e-01,5.934e-01,-2.731e+00,-2.890e+00,-2.878e+00,-2.927e+00,-3.027e+00,-3.027e+00
3.000e-01,3.000e+03,1.000e+00,2.500e+00,1.000e+00,4.500e+00,8.342e-01,8.342e-01,-3.263e+00,-3.430e+00,-3.421e+00,-3.571e+00,-3.629e+00,-3.629e+00
3.500e-01,3.000e+03,1.000e+00,2.500e+00,1.000e+00,4.500e+00,1.153e+00,1.153e+00,-3.805e+00,-3.922e+00,-3.912e+00,-4.293e+00,-4.230e+00,-4.230e+00
4.000e-01,3.000e+03,1.000e+00,2.500e+00,1.000e+00,4.500e+00,1.582e+00,1.582e+00,-4.335e+00,-4.324e+00,-4.308e+00,-5.133e+00,-4.830e+00,-4.830e+00
4.500e-01,3.000e+03,1.000e+00,2.500e+00,1.000e+00,4.500e+00,2.169e+00,2.169e+00,-4.816e+00,-4.578e+00,-4.555e+00,-6.137e+00,-5.428e+00,-5.428e+00
5.000e-01,3.000e+03,1.000e+00,2.500e+00,1.000e+00,4.500e+00,2.990e+00,2.990e+00,-5.200e+00,-4.615e+00,-4.583e+00,-7.364e+00,-6.025e+00,-6.025e+00
2.500e-02,3.000e+03,1.000e+00,2.600e+00,1.000e+00,4.500e+00,3.389e-02,3.389e-02,-2.937e-01,-2.996e-01,-2.976e-01,-2.981e-01,-3.002e-01,-3.002e-01
5.000e-02,3.000e+03,1.000e+00,2.600e+00,1.000e+00,4.500e+00,7.192e-02,7.192e-02,-5.847e-01,-5.942e-01,-5.899e-01,-5.918e-01,-6.002e-01,-6.002e-01
7.500e-02,3.000e+03,1.000e+00,2.600e+00,1.000e+00,4.500e+00,1.147e-01,1.147e-01,-8.689e-01,-8.845e-01,-8.782e-01,-8.817e-01,-9.000e-01,-9.000e-01
1.000e-01,3.000e+03,1.000e+00,2.600e+00,1.000e+00,4.500e+00,1.628e-01,1.628e-01,-1.145e+00,-1.173e+00,-1.164e+00,-1.168e+00,-1.200e+00,-1.200e+00
1.500e-01,3.000e+03,1.000e+00,2.600e+00,1.000e+00,4.500e+00,2.782e-01,2.782e-01,-1.674e+00,-1.745e+00,-1.731e+00,-1.737e+00,-1.798e+00,-1.798e+00
2.000e-01,3.000e+03,1.000e+00,2.600e+00,1.000e+00,4.500e+00,4.261e-01,4.261e-01,-2.186e+00,-2.309e+00,-2.293e+00,-2.307e+00,-2.395e+00,-2.395e+00
2.500e-01,3.000e+03,1.000e+00,2.600e+00,1.000e+00,4.500e+00,6.171e-01,6.171e-01,-2.697e+00,-2.864e+00,-2.851e+00,-2.895e+00,-2.991e+00,-2.991e+00
3.000e-01,3.000e+03,1.000e+00,2.600e+00,1.000e+00,4.500e+00,8.665e-01,8.665e-01,-3.221e+00,-3.395e+00,-3.384e+00,-3.520e+00,-3.586e+00,-3.586e+00
3.500e-01,3.000e+03,1.000e+00,2.600e+00,1.000e+00,4.500e+00,1.196e+00,1.196e+00,-3.754e+00,-3.876e+00,-3.864e+00,-4.205e+00,-4.179e+00,-4.179e+00
4.000e-01,3.000e+03,1.000e+00,2.600e+00,1.000e+00,4.500e+00,1.639e+00,1.639e+00,-4.274e+00,-4.264e+00,-4.246e+00,-4.980e+00,-4.771e+00,-4.771e+00
4.500e-01,3.000e+03,1.000e+00,2.600e+00,1.000e+00,4.500e+00,2.243e+00,2.243e+00,-4.746e+00,-4.502e+00,-4.476e+00,-5.878e+00,-5.362e+00,-5.362e+00
5.000e-01,3.000e+03,1.000e+00,2.600e+00,1.000e+00,4.500e+00,3.085e+00,3.085e+00,-5.124e+00,-4.519e+00,-4.485e+00,-6.940e+00,-5.951e+00,-5.951e+00
2.500e-02,3.000e+03,1.000e+00,2.700e+00,1.000e+00,4.500e+00,3.531e-02,3.531e-02,-2.903e-01,-2.964e-01,-2.944e-01,-2.949e-01,-2.969e-01,-2.969e-01
5.000e-02,3.000e+03,1.000e+00,2.700e+00,1.000e+00,4.500e+00,7.492e-02,7.492e-02,-5.779e-01,-5.880e-01,-5.839e-01,-5.857e-01,-5.935e-01,-5.935e-01
7.500e-02,3.000e+03,1.000e+00,2.700e+00,1.000e+00,4.500e+00,1.194e-01,1.194e-01,-8.592e-01,-8.757e-01,-8.697e-01,-8.729e-01,-8.899e-01,-8.899e-01
1.000e-01,3.000e+03,1.000e+00,2.700e+00,1.000e+00,4.500e+00,1.694e-01,1.694e-01,-1.132e+00,-1.161e+00,-1.153e+00,-1.157e+00,-1.186e+00,-1.186e+00
1.500e-01,3.000e+03,1.000e+00,2.700e+00,1.000e+00,4.500e+00,2.894e-01,2.894e-01,-1.656e+00,-1.729e+00,-1.716e+00,-1.721e+00,-1.778e+00,-1.778e+00
2.000e-01,3.000e+03,1.000e+00,2.700e+00,1.000e+00,4.500e+00,4.428e-01,4.428e-01,-2.161e+00,-2.289e+00,-2.273e+00,-2.286e+00,-2.368e+00,-2.368e+00
2.500e-01,3.000e+03,1.000e+00,2.700e+00,1.000e+00,4.500e+00,6.407e-01,6.407e-01,-2.665e+00,-2.838e+00,-2.824e+00,-2.864e+00,-2.957e+00,-2.957e+00
3.000e-01,3.000e+03,1.000e+00,2.700e+00,1.000e+00,4.500e+00,8.987e-01,8.987e-01,-3.180e+00,-3.361e+00,-3.348e+00,-3.470e+00,-3.545e+00,-3.545e+00
3.500e-01,3.000e+03,1.000e+00,2.700e+00,1.000e+00,4.500e+00,1.239e+00,1.239e+00,-3.703e+00,-3.831e+00,-3.817e+00,-4.122e+00,-4.131e+00,-4.131e+00
4.000e-01,3.000e+03,1.000e+00,2.700e+00,1.000e+00,4.500e+00,1.695e+00,1.695e+00,-4.214e+00,-4.205e+00,-4.185e+00,-4.839e+00,-4.716e+00,-4.716e+00
4.500e-01,3.000e+03,1.000e+00,2.700e+00,1.000e+00,4.500e+00,2.316e+00,2.316e+00,-4.677e+00,-4.427e+00,-4.399e+00,-5.643e+00,-5.299e+00,-5.299e+00
5.000e-01,3.000e+03,1.000e+00,2.700e+00,1.000e+00,4.500e+00,3.179e+00,3.179e+00,-5.046e+00,-4.425e+00,-4.389e+00,-6.561e+00,-5.881e+00,-5.881e+00
2.500e-02,3.000e+03,1.000e+00,2.800e+00,1.000e+00,4.500e+00,3.673e-02,3.673e-02,-2.869e-01,-2.934e-01,-2.914e-01,-2.918e-01,-2.937e-01,-2.937e-01
5.000e-02,3.000e+03,1.000e+00,2.800e+00,1.000e+00,4.500e+00,7.792e-02,7.792e-02,-5.715e-01,-5.822e-01,-5.782e-01,-5.798e-01,-5.872e-01,-5.872e-01
7.500e-02,3.000e+03,1.000e+00,2.800e+00,1.000e+00,4.500e+00,1.241e-01,1.241e-01,-8.499e-01,-8.674e-01,-8.616e-01,-8.645e-01,-8.804e-01,-8.804e-01
1.000e-01,3.000e+03,1.000e+00,2.800e+00,1.000e+00,4.500e+00,1.761e-01,1.761e-01,-1.120e+00,-1.151e+00,-1.143e+00,-1.147e+00,-1.173e+00,-1.173e+00
1.500e-01,3.000e+03,1.000e+00,2.800e+00,1.000e+00,4.500e+00,3.006e-01,3.006e-01,-1.638e+00,-1.714e+00,-1.701e+00,-1.706e+00,-1.758e+00,-1.758e+00
2.000e-01,3.000e+03,1.000e+00,2.800e+00,1.000e+00,4.500e+00,4.595e-01,4.595e-01,-2.137e+00,-2.269e+00,-2.253e+00,-2.265e+00,-2.342e+00,-2.342e+00
2.500e-01,3.000e+03,1.000e+00,2.800e+00,1.000e+00,4.500e+00,6.642e-01,6.642e-01,-2.634e+00,-2.812e+00,-2.797e+00,-2.834e+00,-2.925e+00,-2.925e+00
3.000e-01,3.000e+03,1.000e+00,2.800e+00,1.000e+00,4.500e+00,9.307e-01,9.307e-01,-3.140e+00,-3.327e+00,-3.313e+00,-3.423e+00,-3.506e+00,-3.506e+00
3.500e-01,3.000e+03,1.000e+00,2.800e+00,1.000e+00,4.500e+00,1.282e+00,1.282e+00,-3.654e+00,-3.786e+00,-3.770e+00,-4.044e+00,-4.085e+00,-4.085e+00
4.000e-01,3.000e+03,1.000e+00,2.800e+00,1.000e+00,4.500e+00,1.751e+00,1.751e+00,-4.155e+00,-4.147e+00,-4.125e+00,-4.709e+00,-4.663e+00,-4.663e+00
4.500e-01,3.000e+03,1.000e+00,2.800e+00,1.000e+00,4.500e+00,2.389e+00,2.389e+00,-4.608e+00,-4.353e+00,-4.322e+00,-5.431e+00,-5.240e+00,-5.240e+00
5.000e-01,3.000e+03,1.000e+00,2.800e+00,1.000e+00,4.500e+00,3.273e+00,3.273e+00,-4.967e+00,-4.333e+00,-4.294e+00,-6.222e+00,-5.814e+00,-5.814e+00
2.500e-02,3.000e+03,1.000e+00,2.900e+00,1.000e+00,4.500e+00,3.816e-02,3.816e-02,-2.837e-01,-2.905e-01,-2.885e-01,-2.889e-01,-2.907e-01,-2.907e-01
5.000e-02,3.000e+03,1.000e+00,2.900e+00,1.000e+00,4.500e+00,8.092e-02,8.092e-02,-5.654e-01,-5.767e-01,-5.727e-01,-5.743e-01,-5.812e-01,-5.812e-01
7.500e-02,3.000e+03,1.000e+00,2.900e+00,1.000e+00,4.500e+00,1.289e-01,1.289e-01,-8.409e-01,-8.595e-01,-8.538e-01,-8.565e-01,-8.713e-01,-8.713e-01
1.000e-01,3.000e+03,1.000e+00,2.900e+00,1.000e+00,4.500e+00,1.828e-01,1.828e-01,-1.109e+00,-1.141e+00,-1.133e+00,-1.136e+00,-1.161e+00,-1.161e+00
1.500e-01,3.000e+03,1.000e+00,2.900e+00,1.000e+00,4.500e+00,3.117e-01,3.117e-01,-1.621e+00,-1.699e+00,-1.687e+00,-1.691e+00,-1.740e+00,-1.740e+00
2.000e-01,3.000e+03,1.000e+00,2.900e+00,1.000e+00,4.500e+00,4.762e-01,4.762e-01,-2.114e+00,-2.249e+00,-2.234e+00,-2.245e+00,-2.318e+00,-2.318e+00
2.500e-01,3.000e+03,1.000e+00,2.900e+00,1.000e+00,4.500e+00,6.877e-01,6.877e-01,-2.603e+00,-2.786e+00,-2.771e+00,-2.804e+00,-2.894e+00,-2.894e+00
3.000e-01,3.000e+03,1.000e+00,2.900e+00,1.000e+00,4.500e+00,9.626e-01,9.626e-01,-3.102e+00,-3.293e+00,-3.278e+00,-3.377e+00,-3.469e+00,-3.469e+00
3.500e-01,3.000e+03,1.000e+00,2.900e+00,1.000e+00,4.500e+00,1.324e+00,1.324e+00,-3.606e+00,-3.741e+00,-3.724e+00,-3.970e+00,-4.042e+00,-4.042e+00
4.000e-01,3.000e+03,1.000e+00,2.900e+00,1.000e+00,4.500e+00,1.806e+00,1.806e+00,-4.096e+00,-4.090e+00,-4.066e+00,-4.589e+00,-4.614e+00,-4.614e+00
4.500e-01,3.000e+03,1.000e+00,2.900e+00,1.000e+00,4.500e+00,2.461e+00,2.461e+00,-4.538e+00,-4.280e+00,-4.248e+00,-5.237e+00,-5.183e+00,-5.183e+00
5.000e-01,3.000e+03,1.000e+00,2.900e+00,1.000e+00,4.500e+00,3.365e+00,3.365e+00,-4.887e+00,-4.241e+00,-4.201e+00,-5.917e+00,-5.751e+00,-5.751e+00
2.500e-02,3.000e+03,1.000e+00,3.000e+00,1.000e+00,4.500e+00,3.959e-02,3.959e-02,-2.807e-01,-2.877e-01,-2.857e-01,-2.862e-01,-2.879e-01,-2.879e-01
5.000e-02,3.000e+03,1.000e+00,3.000e+00,1.000e+00,4.500e+00,8.392e-02,8.392e-02,-5.594e-01,-5.714e-01,-5.675e-01,-5.690e-01,-5.754e-01,-5.754e-01
7.500e-02,3.000e+03,1.000e+00,3.000e+00,1.000e+00,4.500e+00,1.336e-01,1.336e-01,-8.322e-01,-8.519e-01,-8.464e-01,-8.488e-01,-8.627e-01,-8.627e-01
1.000e-01,3.000e+03,1.000e+00,3.000e+00,1.000e+00,4.500e+00,1.894e-01,1.894e-01,-1.097e+00,-1.131e+00,-1.123e+00,-1.126e+00,-1.150e+00,-1.150e+00
1.500e-01,3.000e+03,1.000e+00,3.000e+00,1.000e+00,4.500e+00,3.229e-01,3.229e-01,-1.604e+00,-1.685e+00,-1.673e+00,-1.677e+00,-1.723e+00,-1.723e+00
2.000e-01,3.000e+03,1.000e+00,3.000e+00,1.000e+00,4.500e+00,4.928e-01,4.928e-01,-2.091e+00,-2.230e+00,-2.215e+00,-2.225e+00,-2.294e+00,-2.294e+00
2.500e-01,3.000e+03,1.000e+00,3.000e+00,1.000e+00,4.500e+00,7.111e-01,7.111e-01,-2.574e+00,-2.761e+00,-2.745e+00,-2.776e+00,-2.865e+00,-2.865e+00
3.000e-01,3.000e+03,1.000e+00,3.000e+00,1.000e+00,4.500e+00,9.944e-01,9.944e-01,-3.063e+00,-3.259e+00,-3.243e+00,-3.334e+00,-3.433e+00,-3.433e+00
3.500e-01,3.000e+03,1.000e+00,3.000e+00,1.000e+00,4.500e+00,1.366e+00,1.366e+00,-3.558e+00,-3.697e+00,-3.679e+00,-3.901e+00,-4.001e+00,-4.001e+00
4.000e-01,3.000e+03,1.000e+00,3.000e+00,1.000e+00,4.500e+00,1.862e+00,1.862e+00,-4.038e+00,-4.032e+00,-4.007e+00,-4.478e+00,-4.566e+00,-4.566e+00
4.500e-01,3.000e+03,1.000e+00,3.000e+00,1.000e+00,4.500e+00,2.532e+00,2.532e+00,-4.469e+00,-4.207e+00,-4.174e+00,-5.061e+00,-5.129e+00,-5.129e+00
5.000e-01,3.000e+03,1.000e+00,3.000e+00,1.000e+00,4.500e+00,3.456e+00,3.456e+00,-4.806e+00,-4.151e+00,-4.109e+00,-5.643e+00,-5.691e+00,-5.691e+00
2.500e-02,3.000e+03,1.000e+00,3.100e+00,1.000e+00,4.500e+00,4.101e-02,4.101e-02,-2.777e-01,-2.851e-01,-2.831e-01,-2.835e-01,-2.851e-01,-2.851e-01
5.000e-02,3.000e+03,1.000e+00,3.100e+00,1.000e+00,4.500e+00,8.692e-02,8.692e-02,-5.537e-01,-5.663e-01,-5.625e-01,-5.639e-01,-5.699e-01,-5.699e-01
7.500e-02,3.000e+03,1.000e+00,3.100e+00,1.000e+00,4.500e+00,1.384e-01,1.384e-01,-8.239e-01,-8.446e-01,-8.393e-01,-8.414e-01,-8.545e-01,-8.545e-01
1.000e-01,3.000e+03,1.000e+00,3.100e+00,1.000e+00,4.500e+00,1.961e-01,1.961e-01,-1.086e+00,-1.121e+00,-1.114e+00,-1.117e+00,-1.139e+00,-1.139e+00
1.500e-01,3.000e+03,1.000e+00,3.100e+00,1.000e+00,4.500e+00,3.340e-01,3.340e-01,-1.588e+00,-1.671e+00,-1.660e+00,-1.662e+00,-1.706e+00,-1.706e+00
2.000e-01,3.000e+03,1.000e+00,3.100e+00,1.000e+00,4.500e+00,5.094e-01,5.094e-01,-2.069e+00,-2.211e+00,-2.196e+00,-2.205e+00,-2.272e+00,-2.272e+00
2.500e-01,3.000e+03,1.000e+00,3.100e+00,1.000e+00,4.500e+00,7.345e-01,7.345e-01,-2.544e+00,-2.736e+00,-2.720e+00,-2.748e+00,-2.837e+00,-2.837e+00
3.000e-01,3.000e+03,1.000e+00,3.100e+00,1.000e+00,4.500e+00,1.026e+00,1.026e+00,-3.026e+00,-3.226e+00,-3.209e+00,-3.292e+00,-3.400e+00,-3.400e+00
3.500e-01,3.000e+03,1.000e+00,3.100e+00,1.000e+00,4.500e+00,1.408e+00,1.408e+00,-3.511e+00,-3.654e+00,-3.634e+00,-3.836e+00,-3.961e+00,-3.961e+00
4.000e-01,3.000e+03,1.000e+00,3.100e+00,1.000e+00,4.500e+00,1.917e+00,1.917e+00,-3.980e+00,-3.976e+00,-3.950e+00,-4.375e+00,-4.520e+00,-4.520e+00
4.500e-01,3.000e+03,1.000e+00,3.100e+00,1.000e+00,4.500e+00,2.603e+00,2.603e+00,-4.400e+00,-4.135e+00,-4.101e+00,-4.900e+00,-5.078e+00,-5.078e+00
5.000e-01,3.000e+03,1.000e+00,3.100e+00,1.000e+00,4.500e+00,3.547e+00,3.547e+00,-4.725e+00,-4.062e+00,-4.018e+00,-5.396e+00,-5.633e+00,-5.633e+00
2.500e-02,3.000e+03,1.000e+00,3.200e+00,1.000e+00,4.500e+00,4.244e-02,4.244e-02,-2.749e-01,-2.825e-01,-2.806e-01,-2.810e-01,-2.825e-01,-2.825e-01
5.000e-02,3.000e+03,1.000e+00,3.200e+00,1.000e+00,4.500e+00,8.992e-02,8.992e-02,-5.482e-01,-5.615e-01,-5.577e-01,-5.590e-01,-5.647e-01,-5.647e-01
7.500e-02,3.000e+03,1.000e+00,3.200e+00,1.000e+00,4.500e+00,1.431e-01,1.431e-01,-8.157e-01,-8.375e-01,-8.323e-01,-8.343e-01,-8.465e-01,-8.465e-01
1.000e-01,3.000e+03,1.000e+00,3.200e+00,1.000e+00,4.500e+00,2.027e-01,2.027e-01,-1.076e+00,-1.112e+00,-1.105e+00,-1.107e+00,-1.128e+00,-1.128e+00
1.500e-01,3.000e+03,1.000e+00,3.200e+00,1.000e+00,4.500e+00,3.451e-01,3.451e-01,-1.572e+00,-1.658e+00,-1.647e+00,-1.649e+00,-1.690e+00,-1.690e+00
2.000e-01,3.000e+03,1.000e+00,3.200e+00,1.000e+00,4.500e+00,5.260e-01,5.260e-01,-2.047e+00,-2.193e+00,-2.178e+00,-2.186e+00,-2.251e+00,-2.251e+00
2.500e-01,3.000e+03,1.000e+00,3.200e+00,1.000e+00,4.500e+00,7.578e-01,7.578e-01,-2.516e+00,-2.711e+00,-2.695e+00,-2.720e+00,-2.810e+00,-2.810e+00
3.000e-01,3.000e+03,1.000e+00,3.200e+00,1.000e+00,4.500e+00,1.058e+00,1.058e+00,-2.989e+00,-3.193e+00,-3.176e+00,-3.251e+00,-3.367e+00,-3.367e+00
3.500e-01,3.000e+03,1.000e+00,3.200e+00,1.000e+00,4.500e+00,1.450e+00,1.450e+00,-3.464e+00,-3.610e+00,-3.590e+00,-3.773e+00,-3.923e+00,-3.923e+00
4.000e-01,3.000e+03,1.000e+00,3.200e+00,1.000e+00,4.500e+00,1.971e+00,1.971e+00,-3.923e+00,-3.920e+00,-3.893e+00,-4.278e+00,-4.476e+00,-4.476e+00
4.500e-01,3.000e+03,1.000e+00,3.200e+00,1.000e+00,4.500e+00,2.673e+00,2.673e+00,-4.330e+00,-4.064e+00,-4.029e+00,-4.751e+00,-5.028e+00,-5.028e+00
5.000e-01,3.000e+03,1.000e+00,3.200e+00,1.000e+00,4.500e+00,3.637e+00,3.637e+00,-4.644e+00,-3.974e+00,-3.929e+00,-5.170e+00,-5.577e+00,-5.577e+00
2.500e-02,3.000e+03,1.000e+00,3.300e+00,1.000e+00,4.500e+00,4.387e-02,4.387e-02,-2.721e-01,-2.801e-01,-2.782e-01,-2.786e-01,-2.800e-01,-2.800e-01
5.000e-02,3.000e+03,1.000e+00,3.300e+00,1.000e+00,4.500e+00,9.292e-02,9.292e-02,-5.428e-01,-5.568e-01,-5.531e-01,-5.542e-01,-5.596e-01,-5.596e-01
7.500e-02,3.000e+03,1.000e+00,3.300e+00,1.000e+00,4.500e+00,1.478e-01,1.478e-01,-8.078e-01,-8.307e-01,-8.256e-01,-8.274e-01,-8.389e-01,-8.389e-01
1.000e-01,3.000e+03,1.000e+00,3.300e+00,1.000e+00,4.500e+00,2.094e-01,2.094e-01,-1.065e+00,-1.103e+00,-1.097e+00,-1.098e+00,-1.118e+00,-1.118e+00
1.500e-01,3.000e+03,1.000e+00,3.300e+00,1.000e+00,4.500e+00,3.562e-01,3.562e-01,-1.556e+00,-1.644e+00,-1.634e+00,-1.635e+00,-1.675e+00,-1.675e+00
2.000e-01,3.000e+03,1.000e+00,3.300e+00,1.000e+00,4.500e+00,5.425e-01,5.425e-01,-2.026e+00,-2.174e+00,-2.160e+00,-2.167e+00,-2.230e+00,-2.230e+00
2.500e-01,3.000e+03,1.000e+00,3.300e+00,1.000e+00,4.500e+00,7.810e-01,7.810e-01,-2.488e+00,-2.686e+00,-2.670e+00,-2.693e+00,-2.784e+00,-2.784e+00
3.000e-01,3.000e+03,1.000e+00,3.300e+00,1.000e+00,4.500e+00,1.089e+00,1.089e+00,-2.953e+00,-3.160e+00,-3.143e+00,-3.211e+00,-3.336e+00,-3.336e+00
3.500e-01,3.000e+03,1.000e+00,3.300e+00,1.000e+00,4.500e+00,1.492e+00,1.492e+00,-3.418e+00,-3.568e+00,-3.546e+00,-3.714e+00,-3.886e+00,-3.886e+00
4.000e-01,3.000e+03,1.000e+00,3.300e+00,1.000e+00,4.500e+00,2.025e+00,2.025e+00,-3.866e+00,-3.865e+00,-3.837e+00,-4.187e+00,-4.434e+00,-4.434e+00
4.500e-01,3.000e+03,1.000e+00,3.300e+00,1.000e+00,4.500e+00,2.743e+00,2.743e+00,-4.262e+00,-3.994e+00,-3.958e+00,-4.613e+00,-4.980e+00,-4.980e+00
5.000e-01,3.000e+03,1.000e+00,3.300e+00,1.000e+00,4.500e+00,3.726e+00,3.726e+00,-4.562e+00,-3.886e+00,-3.840e+00,-4.964e+00,-5.524e+00,-5.524e+00
2.500e-02,3.000e+03,1.000e+00,3.400e+00,1.000e+00,4.500e+00,4.530e-02,4.530e-02,-2.694e-01,-2.777e-01,-2.759e-01,-2.762e-01,-2.775e-01,-2.775e-01
5.000e-02,3.000e+03,1.000e+00,3.400e+00,1.000e+00,4.500e+00,9.593e-02,9.593e-02,-5.375e-01,-5.522e-01,-5.486e-01,-5.496e-01,-5.547e-01,-5.547e-01
7.500e-02,3.000e+03,1.000e+00,3.400e+00,1.000e+00,4.500e+00,1.526e-01,1.526e-01,-8.001e-01,-8.241e-01,-8.191e-01,-8.206e-01,-8.316e-01,-8.316e-01
1.000e-01,3.000e+03,1.000e+00,3.400e+00,1.000e+00,4.500e+00,2.160e-01,2.160e-01,-1.055e+00,-1.094e+00,-1.088e+00,-1.090e+00,-1.108e+00,-1.108e+00
1.500e-01,3.000e+03,1.000e+00,3.400e+00,1.000e+00,4.500e+00,3.673e-01,3.673e-01,-1.541e+00,-1.631e+00,-1.621e+00,-1.622e+00,-1.660e+00,-1.660e+00
2.000e-01,3.000e+03,1.000e+00,3.400e+00,1.000e+00,4.500e+00,5.590e-01,5.590e-01,-2.005e+00,-2.156e+00,-2.142e+00,-2.148e+00,-2.210e+00,-2.210e+00
2.500e-01,3.000e+03,1.000e+00,3.400e+00,1.000e+00,4.500e+00,8.041e-01,8.041e-01,-2.460e+00,-2.662e+00,-2.645e+00,-2.667e+00,-2.759e+00,-2.759e+00
3.000e-01,3.000e+03,1.000e+00,3.400e+00,1.000e+00,4.500e+00,1.120e+00,1.120e+00,-2.917e+00,-3.128e+00,-3.110e+00,-3.173e+00,-3.306e+00,-3.306e+00
3.500e-01,3.000e+03,1.000e+00,3.400e+00,1.000e+00,4.500e+00,1.533e+00,1.533e+00,-3.373e+00,-3.525e+00,-3.503e+00,-3.656e+00,-3.850e+00,-3.850e+00
4.000e-01,3.000e+03,1.000e+00,3.400e+00,1.000e+00,4.500e+00,2.079e+00,2.079e+00,-3.810e+00,-3.810e+00,-3.781e+00,-4.101e+00,-4.393e+00,-4.393e+00
4.500e-01,3.000e+03,1.000e+00,3.400e+00,1.000e+00,4.500e+00,2.812e+00,2.812e+00,-4.193e+00,-3.925e+00,-3.887e+00,-4.485e+00,-4.934e+00,-4.934e+00
5.000e-01,3.000e+03,1.000e+00,3.400e+00,1.000e+00,4.500e+00,3.814e+00,3.814e+00,-4.480e+00,-3.800e+00,-3.753e+00,-4.775e+00,-5.472e+00,-5.472e+00
2.500e-02,3.000e+03,1.000e+00,3.500e+00,1.000e+00,4.500e+00,4.673e-02,4.673e-02,-2.668e-01,-2.754e-01,-2.736e-01,-2.739e-01,-2.752e-01,-2.752e-01
5.000e-02,3.000e+03,1.000e+00,3.500e+00,1.000e+00,4.500e+00,9.893e-02,9.893e-02,-5.324e-01,-5.478e-01,-5.442e-01,-5.452e-01,-5.500e-01,-5.500e-01
